BRITISH COLUMBIA / COLOMBIE-BRITANNIQUE (ThreeHundredEight.com projections)								September 9, 2015
Vancouver Granville	18.9	45.4	24.7	0.0	0.0	10.9	0.1	87%
High / Haut	20.8	48.6	26.7	0.0	0.0	11.7	0.1	
								
Low / Bas	12.4	31.5	45.5	0.0	0.0	4.0	0.0	
Vancouver Kingsway	13.1	35.0	47.4	0.0	0.0	4.5	0.1	77%
High / Haut	14.4	37.5	51.1	0.0	0.0	4.8	0.1	
								
Low / Bas	12.6	63.5	10.2	0.0	0.0	5.0	0.0	
Vancouver Quadra	13.2	70.6	10.6	0.0	0.0	5.5	0.1	99%
High / Haut	14.6	75.5	11.5	0.0	0.0	5.9	0.1	
								
Low / Bas	17.4	56.0	16.4	0.0	0.0	2.1	0.0	
Vancouver South	18.3	62.2	17.1	0.0	0.0	2.4	0.1	98%
High / Haut	20.1	66.5	18.4	0.0	0.0	2.5	0.1	
								
Low / Bas	9.9	21.9	37.4	0.0	0.0	23.6	0.0	
Victoria	10.4	24.4	39.0	0.0	0.0	26.2	0.1	77%
High / Haut	11.4	26.1	42.1	0.0	0.0	28.0	0.1	
								
Low / Bas	18.9	38.9	21.1	0.0	0.0	13.3	0.0	
West Vancouver – Sunshine Coast – Sea to Sky Country	19.9	43.2	22.0	0.0	0.0	14.8	0.1	88%
High / Haut	21.8	46.2	23.8	0.0	0.0	15.9	0.1	
ALBERTA								
Low / Bas	52.5	13.6	20.8	0.0	0.0	5.5	0.8	
Banff – Airdrie	55.3	15.1	21.7	0.0	0.0	6.2	1.7	95%
High / Haut	60.8	16.2	23.4	0.0	0.0	6.6	2.5	
								
Low / Bas	68.5	4.1	17.3	0.0	0.0	3.1	0.9	
Battle River – Crowfoot	72.1	4.5	18.0	0.0	0.0	3.5	1.9	99%
High / Haut	79.4	4.8	19.4	0.0	0.0	3.7	2.8	
								
Low / Bas	67.6	7.0	15.2	0.0	0.0	2.9	1.0	
Bow River	71.2	7.7	15.9	0.0	0.0	3.2	2.0	99%
High / Haut	78.3	8.3	17.2	0.0	0.0	3.4	3.0	
								
Low / Bas	33.2	31.4	16.5	0.0	0.0	10.3	0.7	
Calgary Centre	34.9	34.9	17.2	0.0	0.0	11.4	1.5	50%
High / Haut	38.4	37.4	18.6	0.0	0.0	12.2	2.2	
								
Low / Bas	31.3	27.7	23.4	0.0	0.0	9.2	0.8	
Calgary Confederation	33.0	30.8	24.4	0.0	0.0	10.2	1.6	56%
High / Haut	36.3	33.0	26.4	0.0	0.0	10.9	2.4	
								
Low / Bas	42.8	26.8	19.0	0.0	0.0	3.5	0.8	
Calgary Forest Lawn	45.0	29.8	19.8	0.0	0.0	3.8	1.5	81%
High / Haut	49.5	31.9	21.4	0.0	0.0	4.1	2.3	
								
Low / Bas	57.4	12.5	18.9	0.0	0.0	3.9	0.8	
Calgary Heritage	60.5	13.8	19.7	0.0	0.0	4.3	1.7	98%
High / Haut	66.5	14.8	21.3	0.0	0.0	4.6	2.5	
								
Low / Bas	59.0	11.3	17.4	0.0	0.0	4.8	0.9	
Calgary Midnapore	62.1	12.6	18.2	0.0	0.0	5.4	1.8	98%
High / Haut	68.3	13.4	19.6	0.0	0.0	5.8	2.7	
								
Low / Bas	49.9	18.1	19.7	0.0	0.0	4.7	0.8	
Calgary Nose Hill	52.6	20.1	20.5	0.0	0.0	5.2	1.6	95%
High / Haut	57.8	21.5	22.2	0.0	0.0	5.6	2.5	
								
Low / Bas	47.2	21.5	18.2	0.0	0.0	5.2	0.8	
Calgary Rocky Ridge	49.7	23.9	19.0	0.0	0.0	5.8	1.7	91%
High / Haut	54.7	25.5	20.5	0.0	0.0	6.2	2.5	
								
Low / Bas	56.0	13.1	19.0	0.0	0.0	4.3	0.9	
Calgary Shepard	59.0	14.6	19.8	0.0	0.0	4.8	1.8	97%
High / Haut	64.9	15.6	21.4	0.0	0.0	5.2	2.7	
								
Low / Bas	42.0	26.3	17.0	0.0	0.0	6.4	0.9	
Calgary Signal Hill	44.2	29.3	17.7	0.0	0.0	7.1	1.7	80%
High / Haut	48.7	31.3	19.1	0.0	0.0	7.6	2.6	
								
Low / Bas	34.9	40.4	13.3	0.0	0.0	2.8	0.7	
Calgary Skyview	36.8	44.9	13.9	0.0	0.0	3.1	1.4	69%
High / Haut	40.5	48.0	15.0	0.0	0.0	3.3	2.1	
								
Low / Bas	24.1	32.6	33.3	0.0	0.0	2.1	0.7	
Edmonton Centre	25.3	36.2	34.7	0.0	0.0	2.3	1.4	53%
High / Haut	27.9	38.7	37.5	0.0	0.0	2.5	2.1	
								
Low / Bas	26.7	11.4	52.6	0.0	0.0	2.6	0.7	
Edmonton Griesbach	28.1	12.7	54.8	0.0	0.0	2.9	1.5	92%
High / Haut	30.9	13.5	59.2	0.0	0.0	3.1	2.2	
								
Low / Bas	36.3	14.6	40.1	0.0	0.0	2.0	0.8	
Edmonton Manning	38.2	16.2	41.8	0.0	0.0	2.2	1.6	58%
High / Haut	42.0	17.4	45.1	0.0	0.0	2.4	2.4	
								
Low / Bas	38.4	17.3	35.3	0.0	0.0	1.9	0.7	
Edmonton Mill Woods	40.4	19.2	36.8	0.0	0.0	2.1	1.5	58%
High / Haut	44.4	20.6	39.8	0.0	0.0	2.2	2.2	
								
Low / Bas	35.2	22.7	31.2	0.0	0.0	3.3	0.8	
Edmonton Riverbend	37.1	25.2	32.5	0.0	0.0	3.7	1.6	61%
High / Haut	40.8	27.0	35.1	0.0	0.0	4.0	2.4	
								
Low / Bas	22.3	3.9	66.5	0.0	0.0	1.3	0.7	
Edmonton Strathcona	23.5	4.4	69.3	0.0	0.0	1.5	1.4	98%
High / Haut	25.8	4.7	74.8	0.0	0.0	1.6	2.0	
								
Low / Bas	39.7	20.4	29.9	0.0	0.0	2.6	0.8	
Edmonton West	41.7	22.6	31.1	0.0	0.0	2.9	1.6	73%
High / Haut	45.9	24.2	33.6	0.0	0.0	3.1	2.5	
								
Low / Bas	57.1	9.8	23.1	0.0	0.0	3.0	0.9	
Edmonton – Wetaskiwin	60.1	10.9	24.0	0.0	0.0	3.3	1.7	96%
High / Haut	66.1	11.6	25.9	0.0	0.0	3.6	2.6	
								
Low / Bas	63.7	7.4	15.7	0.0	0.0	5.9	0.9	
Foothills	67.1	8.2	16.3	0.0	0.0	6.6	1.8	99%
High / Haut	73.8	8.7	17.6	0.0	0.0	7.0	2.8	
ThreeHundredEight.com projections (these are not polls or necessarily reflective of current voting intentions)								September 9, 2015
Low / Bas	49.9	18.6	21.6	0.0	0.0	2.3	0.8	
Fort McMurray – Cold Lake	52.6	20.6	22.5	0.0	0.0	2.6	1.7	94%
High / Haut	57.8	22.1	24.3	0.0	0.0	2.8	2.5	
								
Low / Bas	59.1	5.6	25.6	0.0	0.0	2.9	0.9	
Grande Prairie – Mackenzie	62.2	6.2	26.6	0.0	0.0	3.2	1.8	96%
High / Haut	68.4	6.7	28.8	0.0	0.0	3.4	2.7	
								
Low / Bas	58.5	10.0	20.6	0.0	0.0	3.5	1.0	
Lakeland	61.6	11.1	21.4	0.0	0.0	3.9	2.0	98%
High / Haut	67.8	11.9	23.2	0.0	0.0	4.2	2.9	
								
Low / Bas	31.3	14.4	44.3	0.0	0.0	3.0	0.8	
Lethbridge	33.0	16.0	46.2	0.0	0.0	3.3	1.6	78%
High / Haut	36.3	17.1	49.8	0.0	0.0	3.6	2.4	
								
Low / Bas	48.8	18.1	22.6	0.0	0.0	3.0	0.8	
Medicine Hat – Cardston – Warner	51.4	20.1	23.5	0.0	0.0	3.4	1.6	93%
High / Haut	56.5	21.5	25.4	0.0	0.0	3.6	2.4	
								
Low / Bas	59.9	6.9	23.0	0.0	0.0	3.1	0.9	
Peace River – Westlock	63.1	7.6	24.0	0.0	0.0	3.5	1.9	97%
High / Haut	69.4	8.2	25.9	0.0	0.0	3.7	2.8	
								
Low / Bas	59.7	6.3	23.6	0.0	0.0	3.5	0.9	
Red Deer – Lacombe	62.8	7.0	24.5	0.0	0.0	3.9	1.8	97%
High / Haut	69.1	7.5	26.5	0.0	0.0	4.2	2.6	
								
Low / Bas	62.7	6.3	20.1	0.0	0.0	3.8	0.9	
Red Deer – Mountain View	66.0	7.0	20.9	0.0	0.0	4.3	1.8	98%
High / Haut	72.6	7.5	22.6	0.0	0.0	4.5	2.7	
								
Low / Bas	32.8	14.5	25.3	0.0	0.0	2.6	10.1	
St. Albert – Edmonton*	34.5	16.1	26.4	0.0	0.0	2.9	20.1	69%
High / Haut	37.9	17.2	28.5	0.0	0.0	3.1	30.2	
							*Other is Brent Rathgeber only	
Low / Bas	45.9	15.9	25.8	0.0	0.0	4.3	1.2	
Sherwood Park – Fort Saskatchewan	48.3	17.7	26.8	0.0	0.0	4.7	2.5	88%
High / Haut	53.1	18.9	29.0	0.0	0.0	5.1	3.7	
								
Low / Bas	59.2	9.5	21.2	0.0	0.0	3.0	0.9	
Sturgeon River	62.4	10.6	22.1	0.0	0.0	3.3	1.7	98%
High / Haut	68.6	11.3	23.8	0.0	0.0	3.5	2.6	
								
Low / Bas	60.5	7.3	21.0	0.0	0.0	4.0	0.9	
Yellowhead	63.7	8.1	21.9	0.0	0.0	4.5	1.8	98%
High / Haut	70.1	8.7	23.7	0.0	0.0	4.8	2.7	
SASKATCHEWAN								
Low / Bas	56.6	7.8	24.3	0.0	0.0	4.7	0.6	
Battlefords – Lloydminster	59.6	8.7	25.4	0.0	0.0	5.2	1.1	96%
High / Haut	65.6	9.3	27.4	0.0	0.0	5.6	1.7	
								
Low / Bas	58.6	9.0	21.1	0.0	0.0	4.7	0.6	
Carlton Trail – Eagle Creek	61.7	10.0	22.0	0.0	0.0	5.2	1.1	97%
High / Haut	67.9	10.7	23.8	0.0	0.0	5.6	1.7	
								
Low / Bas	58.2	12.8	17.3	0.0	0.0	4.8	0.5	
Cypress Hills – Grasslands	61.3	14.3	18.0	0.0	0.0	5.4	1.1	98%
High / Haut	67.4	15.3	19.5	0.0	0.0	5.8	1.6	
								
Low / Bas	39.1	11.9	38.2	0.0	0.0	4.4	0.5	
Desnethé – Missinippi – Churchill River	41.1	13.2	39.8	0.0	0.0	4.9	1.1	53%
High / Haut	45.2	14.1	42.9	0.0	0.0	5.2	1.6	
								
Low / Bas	52.0	8.7	28.0	0.0	0.0	4.8	0.6	
Moose Jaw – Lake Centre – Lanigan	54.7	9.7	29.1	0.0	0.0	5.4	1.1	91%
High / Haut	60.2	10.3	31.5	0.0	0.0	5.7	1.7	
								
Low / Bas	54.1	8.0	27.5	0.0	0.0	4.0	0.6	
Prince Albert	56.9	8.9	28.7	0.0	0.0	4.4	1.1	93%
High / Haut	62.6	9.5	31.0	0.0	0.0	4.7	1.7	
								
Low / Bas	31.6	18.5	38.2	0.0	0.0	4.8	0.5	
Regina – Lewvan	33.3	20.5	39.8	0.0	0.0	5.4	1.1	65%
High / Haut	36.6	21.9	42.9	0.0	0.0	5.7	1.6	
								
Low / Bas	44.7	10.7	32.8	0.0	0.0	5.3	0.5	
Regina – Qu'Appelle	47.0	11.9	34.1	0.0	0.0	5.8	1.1	77%
High / Haut	51.7	12.8	36.8	0.0	0.0	6.2	1.6	
								
Low / Bas	18.0	59.2	11.0	0.0	0.0	2.8	0.4	
Regina – Wascana	18.9	65.8	11.5	0.0	0.0	3.1	0.7	98%
High / Haut	20.8	70.4	12.4	0.0	0.0	3.3	1.1	
								
Low / Bas	37.2	16.9	34.5	0.0	0.0	4.5	0.6	
Saskatoon – Grasswood	39.1	18.8	36.0	0.0	0.0	5.0	1.1	58%
High / Haut	43.0	20.1	38.8	0.0	0.0	5.4	1.7	
								
Low / Bas	32.9	21.4	33.3	0.0	0.0	5.4	0.5	
Saskatoon – University	34.6	23.7	34.7	0.0	0.0	6.0	1.0	50%
High / Haut	38.0	25.4	37.4	0.0	0.0	6.4	1.5	
								
Low / Bas	33.0	9.2	46.5	0.0	0.0	4.9	0.6	
Saskatoon West	34.7	10.2	48.5	0.0	0.0	5.4	1.2	78%
High / Haut	38.2	10.9	52.3	0.0	0.0	5.8	1.8	
								
Low / Bas	56.7	13.6	16.8	0.0	0.0	5.9	0.6	
Souris – Moose Mountain	59.7	15.1	17.5	0.0	0.0	6.5	1.2	98%
High / Haut	65.6	16.1	18.9	0.0	0.0	7.0	1.8	
								
Low / Bas	53.0	15.7	19.8	0.0	0.0	4.5	0.6	
Yorkton – Melville	55.7	17.5	20.6	0.0	0.0	5.0	1.2	96%
High / Haut	61.3	18.7	22.3	0.0	0.0	5.3	1.7	
MANITOBA								
Low / Bas	49.0	22.3	13.6	0.0	0.0	7.7	0.5	
Brandon – Souris	51.6	24.8	14.1	0.0	0.0	8.5	1.0	92%
High / Haut	56.7	26.5	15.3	0.0	0.0	9.1	1.5	
								
Low / Bas	39.1	33.6	13.8	0.0	0.0	5.6	0.4	
Charleswood – St. James – Assiniboia – Headingley	41.2	37.3	14.4	0.0	0.0	6.2	0.9	58%
High / Haut	45.3	39.9	15.5	0.0	0.0	6.7	1.3	
								
Low / Bas	16.1	35.6	37.5	0.0	0.0	3.2	0.4	
Churchill – Keewatinook Aski	16.9	39.5	39.1	0.0	0.0	3.6	0.9	50%
High / Haut	18.6	42.3	42.2	0.0	0.0	3.8	1.3	
								
Low / Bas	45.5	12.0	17.7	0.0	0.0	6.3	6.7	
Dauphin – Swan River – Neepawa*	47.9	13.3	18.4	0.0	0.0	7.0	13.4	94%
High / Haut	52.6	14.2	19.9	0.0	0.0	7.5	20.2	
							*Other is Inky Mark only	
Low / Bas	32.0	18.1	35.9	0.0	0.0	7.1	0.5	
Elmwood – Transcona	33.7	20.1	37.4	0.0	0.0	7.8	1.0	58%
High / Haut	37.0	21.5	40.4	0.0	0.0	8.4	1.5	
								
Low / Bas	43.5	18.3	26.3	0.0	0.0	4.8	0.6	
Kildonan – St. Paul	45.8	20.4	27.4	0.0	0.0	5.3	1.1	85%
High / Haut	50.4	21.8	29.6	0.0	0.0	5.7	1.7	
ThreeHundredEight.com projections (these are not polls or necessarily reflective of current voting intentions)								September 9, 2015
Low / Bas	61.7	13.1	8.4	0.0	0.0	9.6	0.5	
Portage – Lisgar	65.0	14.5	8.7	0.0	0.0	10.7	1.1	99%
High / Haut	71.5	15.5	9.4	0.0	0.0	11.5	1.6	
								
Low / Bas	58.7	17.7	11.9	0.0	0.0	4.6	0.5	
Provencher	61.8	19.6	12.4	0.0	0.0	5.2	1.0	98%
High / Haut	67.9	21.0	13.4	0.0	0.0	5.5	1.5	
								
Low / Bas	26.0	50.6	11.1	0.0	0.0	3.6	0.4	
Saint Boniface – Saint Vital	27.4	56.2	11.6	0.0	0.0	4.0	0.8	93%
High / Haut	30.2	60.1	12.5	0.0	0.0	4.3	1.2	
								
Low / Bas	55.2	10.9	21.0	0.0	0.0	6.1	0.5	
Selkirk – Interlake – Eastman	58.1	12.1	21.9	0.0	0.0	6.8	1.1	96%
High / Haut	63.9	13.0	23.7	0.0	0.0	7.2	1.6	
								
Low / Bas	18.5	21.4	42.2	0.0	0.0	10.7	0.5	
Winnipeg Centre	19.4	23.8	44.0	0.0	0.0	11.9	0.9	87%
High / Haut	21.4	25.5	47.5	0.0	0.0	12.7	1.4	
								
Low / Bas	14.9	53.4	20.9	0.0	0.0	2.2	0.4	
Winnipeg North	15.6	59.4	21.8	0.0	0.0	2.4	0.8	97%
High / Haut	17.2	63.5	23.5	0.0	0.0	2.6	1.1	
								
Low / Bas	27.2	52.6	8.7	0.0	0.0	2.7	0.4	
Winnipeg South	28.7	58.4	9.1	0.0	0.0	3.1	0.8	94%
High / Haut	31.5	62.5	9.8	0.0	0.0	3.3	1.2	
								
Low / Bas	22.8	54.4	10.2	0.0	0.0	3.7	0.4	
Winnipeg South Centre	24.1	60.4	10.7	0.0	0.0	4.1	0.7	96%
High / Haut	26.5	64.6	11.5	0.0	0.0	4.4	1.1	
ONTARIO								
Low / Bas	30.6	48.6	11.1	0.0	0.0	1.8	0.1	
Ajax	32.2	54.0	11.6	0.0	0.0	1.9	0.3	88%
High / Haut	35.5	57.7	12.5	0.0	0.0	2.1	0.4	
								
Low / Bas	24.1	21.3	46.2	0.0	0.0	2.3	0.2	
Algoma – Manitoulin – Kapuskasing	25.4	23.7	48.1	0.0	0.0	2.6	0.3	89%
High / Haut	27.9	25.3	51.9	0.0	0.0	2.7	0.5	
								
Low / Bas	38.6	38.7	12.8	0.0	0.0	2.4	0.1	
Aurora – Oak Ridges – Richmond Hill	40.7	43.0	13.3	0.0	0.0	2.7	0.3	56%
High / Haut	44.7	46.0	14.4	0.0	0.0	2.9	0.4	
								
Low / Bas	49.8	20.3	19.1	0.0	0.0	4.3	0.2	
Barrie – Innisfil	52.4	22.5	19.9	0.0	0.0	4.8	0.3	94%
High / Haut	57.7	24.1	21.5	0.0	0.0	5.2	0.5	
								
Low / Bas	41.5	27.6	18.9	0.0	0.0	5.0	0.2	
Barrie – Springwater – Oro-Medonte	43.7	30.7	19.7	0.0	0.0	5.6	0.3	77%
High / Haut	48.0	32.8	21.3	0.0	0.0	6.0	0.5	
								
Low / Bas	37.2	32.2	20.5	0.0	0.0	3.0	0.2	
Bay of Quinte	39.2	35.8	21.4	0.0	0.0	3.3	0.3	58%
High / Haut	43.1	38.3	23.1	0.0	0.0	3.5	0.5	
								
Low / Bas	14.9	40.5	34.2	0.0	0.0	3.0	0.1	
Beaches – East York	15.7	45.0	35.6	0.0	0.0	3.4	0.3	71%
High / Haut	17.3	48.1	38.5	0.0	0.0	3.6	0.4	
								
Low / Bas	35.2	35.6	18.8	0.0	0.0	3.1	0.1	
Brampton Centre	37.1	39.6	19.6	0.0	0.0	3.5	0.3	56%
High / Haut	40.8	42.4	21.2	0.0	0.0	3.7	0.4	
								
Low / Bas	19.0	42.4	30.1	0.0	0.0	1.2	0.1	
Brampton East	20.0	47.1	31.3	0.0	0.0	1.3	0.3	81%
High / Haut	22.0	50.4	33.8	0.0	0.0	1.4	0.4	
								
Low / Bas	36.3	38.7	14.9	0.0	0.0	2.6	0.1	
Brampton North	38.3	43.0	15.6	0.0	0.0	2.8	0.3	61%
High / Haut	42.1	46.1	16.8	0.0	0.0	3.0	0.4	
								
Low / Bas	32.1	46.2	12.4	0.0	0.0	1.5	0.1	
Brampton South	33.8	51.4	12.9	0.0	0.0	1.7	0.3	84%
High / Haut	37.1	55.0	13.9	0.0	0.0	1.8	0.4	
								
Low / Bas	26.6	49.0	15.4	0.0	0.0	1.1	0.1	
Brampton West	28.0	54.5	16.1	0.0	0.0	1.2	0.3	92%
High / Haut	30.8	58.3	17.3	0.0	0.0	1.3	0.4	
								
Low / Bas	38.5	27.8	24.6	0.0	0.0	2.4	0.2	
Brantford – Brant	40.5	30.9	25.6	0.0	0.0	2.6	0.3	71%
High / Haut	44.6	33.1	27.7	0.0	0.0	2.8	0.5	
								
Low / Bas	45.9	24.3	15.4	0.0	0.0	7.6	0.2	
Bruce – Grey – Owen Sound	48.3	27.0	16.0	0.0	0.0	8.4	0.3	88%
High / Haut	53.1	28.8	17.3	0.0	0.0	9.0	0.5	
								
Low / Bas	41.7	33.1	15.6	0.0	0.0	2.5	0.1	
Burlington	43.9	36.7	16.2	0.0	0.0	2.8	0.3	67%
