BRITISH COLUMBIA / COLOMBIE-BRITANNIQUE (ThreeHundredEight.com projections)								August 28, 2015
Richmond Centre	40.0	33.1	18.7	0.0	0.0	7.2	1.1	65%
High / Haut	44.0	35.4	20.2	0.0	0.0	7.7	1.6	
								
Low / Bas	20.1	8.8	9.9	0.0	0.0	52.0	0.5	
Saanich – Gulf Islands	21.2	9.8	10.3	0.0	0.0	57.8	1.0	96%
High / Haut	23.3	10.5	11.1	0.0	0.0	61.8	1.5	
								
Low / Bas	23.5	6.4	59.3	0.0	0.0	4.7	0.6	
Skeena – Bulkley Valley	24.8	7.1	61.7	0.0	0.0	5.2	1.2	96%
High / Haut	27.2	7.6	66.7	0.0	0.0	5.5	1.8	
								
Low / Bas	29.7	12.3	39.5	0.0	0.0	11.5	0.6	
South Okanagan – West Kootenay	31.2	13.7	41.2	0.0	0.0	12.7	1.2	71%
High / Haut	34.4	14.6	44.5	0.0	0.0	13.6	1.8	
								
Low / Bas	34.6	30.6	19.1	0.0	0.0	7.7	0.5	
South Surrey – White Rock	36.5	34.0	19.9	0.0	0.0	8.6	1.1	56%
High / Haut	40.1	36.3	21.5	0.0	0.0	9.2	1.6	
								
Low / Bas	31.9	31.0	23.6	0.0	0.0	5.6	0.6	
Steveston – Richmond East	33.6	34.4	24.6	0.0	0.0	6.2	1.1	50%
High / Haut	37.0	36.8	26.6	0.0	0.0	6.6	1.7	
ThreeHundredEight.com projections (these are not polls or necessarily reflective of current voting intentions)								August 28, 2015
Low / Bas	21.2	27.6	39.3	0.0	0.0	4.6	0.5	
Surrey Centre	22.3	30.6	41.0	0.0	0.0	5.1	1.1	73%
High / Haut	24.5	32.8	44.3	0.0	0.0	5.4	1.6	
								
Low / Bas	13.9	45.3	29.8	0.0	0.0	2.8	0.5	
Surrey – Newton	14.7	50.3	31.0	0.0	0.0	3.1	0.9	86%
High / Haut	16.1	53.8	33.5	0.0	0.0	3.4	1.4	
								
Low / Bas	13.2	39.9	21.7	0.0	0.0	16.4	0.5	
Vancouver Centre	13.9	44.3	22.6	0.0	0.0	18.2	0.9	88%
High / Haut	15.3	47.4	24.4	0.0	0.0	19.5	1.4	
								
Low / Bas	11.3	15.4	56.8	0.0	0.0	9.7	0.5	
Vancouver East	11.9	17.2	59.1	0.0	0.0	10.8	1.1	98%
High / Haut	13.1	18.4	63.8	0.0	0.0	11.5	1.6	
								
Low / Bas	23.8	32.3	24.9	0.0	0.0	10.9	0.5	
Vancouver Granville	25.1	35.9	25.9	0.0	0.0	12.1	1.0	73%
High / Haut	27.6	38.4	28.0	0.0	0.0	13.0	1.5	
								
Low / Bas	16.3	24.8	47.4	0.0	0.0	4.4	0.5	
Vancouver Kingsway	17.1	27.5	49.4	0.0	0.0	4.9	1.0	88%
High / Haut	18.9	29.5	53.3	0.0	0.0	5.3	1.6	
								
Low / Bas	18.2	55.0	11.7	0.0	0.0	6.0	0.4	
Vancouver Quadra	19.1	61.1	12.2	0.0	0.0	6.7	0.9	98%
High / Haut	21.1	65.4	13.2	0.0	0.0	7.2	1.3	
								
Low / Bas	24.3	46.7	18.1	0.0	0.0	2.5	0.5	
Vancouver South	25.5	51.9	18.9	0.0	0.0	2.8	0.9	92%
High / Haut	28.1	55.5	20.4	0.0	0.0	3.0	1.4	
								
Low / Bas	10.5	18.4	37.9	0.0	0.0	25.2	0.5	
Victoria	11.1	20.5	39.5	0.0	0.0	28.0	0.9	75%
High / Haut	12.2	21.9	42.6	0.0	0.0	30.0	1.4	
								
Low / Bas	24.7	30.5	21.9	0.0	0.0	14.6	0.5	
West Vancouver – Sunshine Coast – Sea to Sky Country	26.0	33.9	22.9	0.0	0.0	16.3	1.0	67%
High / Haut	28.6	36.2	24.7	0.0	0.0	17.4	1.6	
ALBERTA								
Low / Bas	54.3	12.8	19.9	0.0	0.0	4.7	1.3	
Banff – Airdrie	57.2	14.2	20.7	0.0	0.0	5.2	2.7	96%
High / Haut	62.9	15.2	22.4	0.0	0.0	5.6	4.0	
								
Low / Bas	69.5	3.7	16.2	0.0	0.0	2.6	1.5	
Battle River – Crowfoot	73.2	4.1	16.8	0.0	0.0	2.9	2.9	99%
High / Haut	80.5	4.4	18.2	0.0	0.0	3.1	4.4	
								
Low / Bas	68.6	6.4	14.3	0.0	0.0	2.4	1.5	
Bow River	72.2	7.1	14.9	0.0	0.0	2.7	3.1	99%
High / Haut	79.5	7.6	16.1	0.0	0.0	2.9	4.6	
								
Low / Bas	35.2	30.3	16.2	0.0	0.0	9.0	1.2	
Calgary Centre	37.1	33.7	16.9	0.0	0.0	10.0	2.4	58%
High / Haut	40.8	36.0	18.2	0.0	0.0	10.7	3.6	
								
Low / Bas	33.2	26.7	22.9	0.0	0.0	8.0	1.3	
Calgary Confederation	34.9	29.7	23.9	0.0	0.0	8.9	2.6	63%
High / Haut	38.4	31.8	25.8	0.0	0.0	9.5	3.8	
								
Low / Bas	44.6	25.4	18.3	0.0	0.0	3.0	1.2	
Calgary Forest Lawn	46.9	28.2	19.1	0.0	0.0	3.3	2.5	85%
High / Haut	51.6	30.2	20.6	0.0	0.0	3.5	3.7	
								
Low / Bas	59.0	11.6	18.0	0.0	0.0	3.3	1.3	
Calgary Heritage	62.1	12.9	18.7	0.0	0.0	3.6	2.6	98%
High / Haut	68.3	13.8	20.2	0.0	0.0	3.9	3.9	
								
Low / Bas	60.6	10.5	16.5	0.0	0.0	4.1	1.4	
Calgary Midnapore	63.8	11.7	17.2	0.0	0.0	4.5	2.8	98%
High / Haut	70.1	12.5	18.6	0.0	0.0	4.9	4.2	
								
Low / Bas	51.7	17.0	18.8	0.0	0.0	4.0	1.3	
Calgary Nose Hill	54.4	18.9	19.6	0.0	0.0	4.4	2.6	96%
High / Haut	59.9	20.2	21.2	0.0	0.0	4.7	3.9	
								
Low / Bas	49.1	20.3	17.5	0.0	0.0	4.5	1.3	
Calgary Rocky Ridge	51.6	22.5	18.2	0.0	0.0	5.0	2.7	94%
High / Haut	56.8	24.1	19.6	0.0	0.0	5.3	4.0	
								
Low / Bas	57.6	12.2	18.0	0.0	0.0	3.7	1.4	
Calgary Shepard	60.6	13.6	18.8	0.0	0.0	4.1	2.9	98%
High / Haut	66.7	14.6	20.3	0.0	0.0	4.4	4.3	
								
Low / Bas	44.0	25.0	16.4	0.0	0.0	5.5	1.4	
Calgary Signal Hill	46.3	27.8	17.1	0.0	0.0	6.1	2.7	85%
High / Haut	50.9	29.8	18.4	0.0	0.0	6.5	4.1	
								
Low / Bas	36.8	38.6	12.9	0.0	0.0	2.4	1.1	
Calgary Skyview	38.7	42.9	13.5	0.0	0.0	2.7	2.3	61%
High / Haut	42.6	45.9	14.5	0.0	0.0	2.9	3.4	
								
Low / Bas	25.5	31.4	32.6	0.0	0.0	1.8	1.1	
Edmonton Centre	26.9	34.9	34.0	0.0	0.0	2.0	2.2	50%
High / Haut	29.5	37.3	36.7	0.0	0.0	2.2	3.4	
								
Low / Bas	28.2	10.9	51.2	0.0	0.0	2.3	1.2	
Edmonton Griesbach	29.6	12.1	53.3	0.0	0.0	2.5	2.4	90%
High / Haut	32.6	13.0	57.6	0.0	0.0	2.7	3.6	
								
Low / Bas	37.9	13.8	38.7	0.0	0.0	1.7	1.3	
Edmonton Manning	39.9	15.4	40.3	0.0	0.0	1.9	2.6	50%
High / Haut	43.9	16.5	43.5	0.0	0.0	2.0	3.9	
								
Low / Bas	40.0	16.4	34.0	0.0	0.0	1.6	1.2	
Edmonton Mill Woods	42.1	18.2	35.5	0.0	0.0	1.8	2.4	65%
High / Haut	46.3	19.5	38.3	0.0	0.0	1.9	3.6	
								
Low / Bas	36.9	21.6	30.2	0.0	0.0	2.9	1.3	
Edmonton Riverbend	38.9	24.0	31.4	0.0	0.0	3.2	2.5	67%
High / Haut	42.7	25.7	33.9	0.0	0.0	3.4	3.8	
								
Low / Bas	23.6	3.8	64.8	0.0	0.0	1.2	1.1	
Edmonton Strathcona	24.8	4.2	67.5	0.0	0.0	1.3	2.2	98%
High / Haut	27.3	4.5	72.9	0.0	0.0	1.4	3.3	
								
Low / Bas	41.4	19.3	28.8	0.0	0.0	2.2	1.3	
Edmonton West	43.5	21.4	30.0	0.0	0.0	2.5	2.6	78%
High / Haut	47.9	23.0	32.4	0.0	0.0	2.6	3.9	
								
Low / Bas	58.5	9.1	21.8	0.0	0.0	2.5	1.4	
Edmonton – Wetaskiwin	61.6	10.1	22.7	0.0	0.0	2.8	2.7	97%
High / Haut	67.8	10.8	24.6	0.0	0.0	3.0	4.1	
								
Low / Bas	64.5	6.8	14.6	0.0	0.0	5.9	1.4	
Foothills	67.9	7.5	15.2	0.0	0.0	6.6	2.9	99%
High / Haut	74.6	8.0	16.4	0.0	0.0	7.0	4.3	
ThreeHundredEight.com projections (these are not polls or necessarily reflective of current voting intentions)								August 28, 2015
Low / Bas	51.6	17.4	20.6	0.0	0.0	2.0	1.3	
Fort McMurray – Cold Lake	54.3	19.4	21.5	0.0	0.0	2.2	2.6	95%
High / Haut	59.7	20.7	23.2	0.0	0.0	2.4	3.9	
								
Low / Bas	60.5	5.2	24.1	0.0	0.0	2.4	1.4	
Grande Prairie – Mackenzie	63.6	5.8	25.1	0.0	0.0	2.7	2.8	97%
High / Haut	70.0	6.2	27.1	0.0	0.0	2.9	4.2	
								
Low / Bas	59.9	9.3	19.4	0.0	0.0	3.0	1.5	
Lakeland	63.1	10.3	20.3	0.0	0.0	3.3	3.1	98%
High / Haut	69.4	11.0	21.9	0.0	0.0	3.5	4.6	
								
Low / Bas	32.9	13.7	42.9	0.0	0.0	2.6	1.3	
Lethbridge	34.6	15.2	44.7	0.0	0.0	2.9	2.5	73%
High / Haut	38.1	16.3	48.3	0.0	0.0	3.1	3.8	
								
Low / Bas	50.5	17.0	21.6	0.0	0.0	2.6	1.3	
Medicine Hat – Cardston – Warner	53.2	18.9	22.5	0.0	0.0	2.9	2.6	94%
High / Haut	58.5	20.2	24.3	0.0	0.0	3.1	3.8	
								
Low / Bas	61.2	6.4	21.7	0.0	0.0	2.6	1.5	
Peace River – Westlock	64.4	7.1	22.6	0.0	0.0	2.9	3.0	98%
High / Haut	70.9	7.6	24.4	0.0	0.0	3.1	4.4	
								
Low / Bas	61.1	5.9	22.2	0.0	0.0	3.0	1.4	
Red Deer – Lacombe	64.3	6.5	23.2	0.0	0.0	3.3	2.8	98%
High / Haut	70.7	7.0	25.0	0.0	0.0	3.5	4.1	
								
Low / Bas	64.1	5.8	18.9	0.0	0.0	3.2	1.4	
Red Deer – Mountain View	67.4	6.5	19.7	0.0	0.0	3.6	2.8	98%
High / Haut	74.2	6.9	21.3	0.0	0.0	3.8	4.2	
								
Low / Bas	34.4	13.8	24.5	0.0	0.0	2.3	10.2	
St. Albert – Edmonton*	36.2	15.3	25.6	0.0	0.0	2.5	20.4	73%
High / Haut	39.8	16.4	27.6	0.0	0.0	2.7	30.6	
							*Other is Brent Rathgeber only	
Low / Bas	47.4	14.9	24.6	0.0	0.0	3.6	1.9	
Sherwood Park – Fort Saskatchewan	49.9	16.6	25.6	0.0	0.0	4.0	3.9	90%
High / Haut	54.9	17.7	27.6	0.0	0.0	4.3	5.8	
								
Low / Bas	60.7	8.8	20.0	0.0	0.0	2.5	1.4	
Sturgeon River	63.8	9.8	20.8	0.0	0.0	2.8	2.7	98%
High / Haut	70.2	10.5	22.5	0.0	0.0	3.0	4.1	
								
Low / Bas	61.9	6.8	19.9	0.0	0.0	3.4	1.4	
Yellowhead	65.2	7.6	20.7	0.0	0.0	3.8	2.8	98%
High / Haut	71.7	8.1	22.3	0.0	0.0	4.0	4.2	
SASKATCHEWAN								
Low / Bas	55.8	7.4	26.6	0.0	0.0	3.7	0.6	
Battlefords – Lloydminster	58.7	8.2	27.7	0.0	0.0	4.1	1.2	94%
High / Haut	64.6	8.8	29.9	0.0	0.0	4.4	1.8	
								
Low / Bas	57.9	8.6	23.2	0.0	0.0	3.7	0.6	
Carlton Trail – Eagle Creek	61.0	9.5	24.2	0.0	0.0	4.1	1.2	96%
High / Haut	67.1	10.2	26.1	0.0	0.0	4.4	1.8	
								
Low / Bas	57.9	12.3	19.1	0.0	0.0	3.9	0.6	
Cypress Hills – Grasslands	60.9	13.7	19.9	0.0	0.0	4.3	1.2	98%
High / Haut	67.0	14.6	21.5	0.0	0.0	4.6	1.8	
								
Low / Bas	37.9	11.1	41.1	0.0	0.0	3.4	0.6	
Desnethé – Missinippi – Churchill River	39.9	12.3	42.8	0.0	0.0	3.8	1.2	56%
High / Haut	43.9	13.2	46.3	0.0	0.0	4.0	1.7	
								
Low / Bas	51.0	8.2	30.5	0.0	0.0	3.8	0.6	
Moose Jaw – Lake Centre – Lanigan	53.7	9.1	31.7	0.0	0.0	4.2	1.2	88%
High / Haut	59.1	9.8	34.3	0.0	0.0	4.5	1.8	
								
Low / Bas	53.0	7.6	29.9	0.0	0.0	3.1	0.6	
Prince Albert	55.7	8.4	31.2	0.0	0.0	3.5	1.2	90%
High / Haut	61.3	9.0	33.7	0.0	0.0	3.7	1.8	
								
Low / Bas	30.8	17.3	41.3	0.0	0.0	3.8	0.6	
Regina – Lewvan	32.4	19.3	43.0	0.0	0.0	4.2	1.2	73%
High / Haut	35.7	20.6	46.4	0.0	0.0	4.5	1.8	
								
Low / Bas	43.7	10.1	35.5	0.0	0.0	4.1	0.6	
Regina – Qu'Appelle	46.0	11.2	37.0	0.0	0.0	4.6	1.2	69%
High / Haut	50.6	12.0	40.0	0.0	0.0	4.9	1.8	
								
Low / Bas	18.3	58.0	12.4	0.0	0.0	2.3	0.4	
Regina – Wascana	19.2	64.5	13.0	0.0	0.0	2.5	0.8	98%
High / Haut	21.1	69.0	14.0	0.0	0.0	2.7	1.2	
								
Low / Bas	36.3	15.9	37.4	0.0	0.0	3.5	0.6	
Saskatoon – Grasswood	38.2	17.7	39.0	0.0	0.0	3.9	1.2	50%
High / Haut	42.0	18.9	42.1	0.0	0.0	4.2	1.8	
								
Low / Bas	32.3	20.2	36.2	0.0	0.0	4.3	0.5	
Saskatoon – University	33.9	22.5	37.8	0.0	0.0	4.7	1.1	58%
High / Haut	37.3	24.1	40.8	0.0	0.0	5.1	1.6	
								
Low / Bas	31.7	8.5	49.7	0.0	0.0	3.8	0.6	
Saskatoon West	33.4	9.5	51.7	0.0	0.0	4.2	1.3	85%
High / Haut	36.7	10.1	55.9	0.0	0.0	4.5	1.9	
								
Low / Bas	56.6	13.1	18.6	0.0	0.0	4.7	0.6	
Souris – Moose Mountain	59.5	14.5	19.4	0.0	0.0	5.2	1.3	98%
High / Haut	65.5	15.5	21.0	0.0	0.0	5.6	1.9	
								
Low / Bas	52.5	15.1	21.8	0.0	0.0	3.5	0.6	
Yorkton – Melville	55.3	16.7	22.7	0.0	0.0	3.9	1.3	95%
High / Haut	60.8	17.9	24.6	0.0	0.0	4.2	1.9	
MANITOBA								
Low / Bas	49.5	21.7	15.2	0.0	0.0	6.2	0.6	
Brandon – Souris	52.1	24.1	15.8	0.0	0.0	6.9	1.1	93%
High / Haut	57.3	25.8	17.1	0.0	0.0	7.4	1.7	
								
Low / Bas	39.5	32.7	15.5	0.0	0.0	4.5	0.5	
Charleswood – St. James – Assiniboia – Headingley	41.6	36.3	16.1	0.0	0.0	5.0	1.0	63%
High / Haut	45.7	38.8	17.4	0.0	0.0	5.4	1.5	
								
Low / Bas	15.7	33.5	40.7	0.0	0.0	2.5	0.5	
Churchill – Keewatinook Aski	16.6	37.3	42.4	0.0	0.0	2.8	0.9	63%
High / Haut	18.2	39.9	45.8	0.0	0.0	3.0	1.4	
								
Low / Bas	45.4	11.5	19.6	0.0	0.0	5.0	6.7	
Dauphin – Swan River – Neepawa*	47.8	12.8	20.4	0.0	0.0	5.6	13.5	93%
High / Haut	52.5	13.7	22.0	0.0	0.0	6.0	20.2	
							*Other is Inky Mark only	
Low / Bas	31.4	17.1	39.1	0.0	0.0	5.5	0.6	
Elmwood – Transcona	33.0	19.0	40.7	0.0	0.0	6.2	1.1	67%
High / Haut	36.3	20.3	44.0	0.0	0.0	6.6	1.7	
								
Low / Bas	43.0	17.4	28.8	0.0	0.0	3.8	0.6	
Kildonan – St. Paul	45.2	19.4	30.0	0.0	0.0	4.2	1.2	81%
High / Haut	49.7	20.7	32.4	0.0	0.0	4.5	1.8	
ThreeHundredEight.com projections (these are not polls or necessarily reflective of current voting intentions)								August 28, 2015
Low / Bas	62.7	12.8	9.4	0.0	0.0	7.8	0.6	
Portage – Lisgar	66.0	14.2	9.8	0.0	0.0	8.7	1.2	99%
High / Haut	72.6	15.2	10.6	0.0	0.0	9.3	1.8	
								
Low / Bas	58.8	17.1	13.3	0.0	0.0	3.7	0.6	
Provencher	61.9	19.0	13.8	0.0	0.0	4.1	1.1	98%
High / Haut	68.1	20.3	14.9	0.0	0.0	4.4	1.7	
								
Low / Bas	26.9	50.3	11.1	0.0	0.0	3.0	0.4	
Saint Boniface – Saint Vital	28.3	55.9	11.5	0.0	0.0	3.3	0.9	93%
High / Haut	31.1	59.9	12.4	0.0	0.0	3.6	1.3	
								
Low / Bas	54.8	10.5	23.2	0.0	0.0	4.8	0.6	
Selkirk – Interlake – Eastman	57.7	11.6	24.1	0.0	0.0	5.4	1.2	95%
High / Haut	63.5	12.4	26.1	0.0	0.0	5.7	1.8	
								
Low / Bas	18.1	20.3	46.0	0.0	0.0	8.4	0.5	
Winnipeg Centre	19.1	22.6	48.0	0.0	0.0	9.3	1.0	91%
High / Haut	21.0	24.2	51.8	0.0	0.0	10.0	1.5	
								
Low / Bas	14.9	51.6	23.3	0.0	0.0	1.8	0.4	
Winnipeg North	15.7	57.3	24.2	0.0	0.0	1.9	0.8	95%
High / Haut	17.2	61.3	26.2	0.0	0.0	2.1	1.3	
								
Low / Bas	27.7	51.5	9.8	0.0	0.0	2.2	0.4	
Winnipeg South	29.1	57.3	10.2	0.0	0.0	2.5	0.9	93%
High / Haut	32.0	61.3	11.0	0.0	0.0	2.7	1.3	
								
Low / Bas	23.2	53.4	11.6	0.0	0.0	3.0	0.4	
Winnipeg South Centre	24.5	59.3	12.0	0.0	0.0	3.4	0.8	96%
High / Haut	26.9	63.4	13.0	0.0	0.0	3.6	1.2	
ONTARIO								
Low / Bas	31.5	41.9	15.4	0.0	0.0	3.2	0.3	
Ajax	33.1	46.6	16.0	0.0	0.0	3.6	0.7	78%
High / Haut	36.5	49.9	17.3	0.0	0.0	3.8	1.0	
								
Low / Bas	22.2	16.5	51.3	0.0	0.0	3.8	0.3	
Algoma – Manitoulin – Kapuskasing	23.3	18.3	53.5	0.0	0.0	4.2	0.7	94%
High / Haut	25.7	19.6	57.8	0.0	0.0	4.5	1.0	
								
Low / Bas	38.5	32.4	17.2	0.0	0.0	4.3	0.3	
Aurora – Oak Ridges – Richmond Hill	40.6	36.0	17.9	0.0	0.0	4.8	0.7	61%
High / Haut	44.6	38.5	19.3	0.0	0.0	5.2	1.0	
								
Low / Bas	46.3	15.9	23.9	0.0	0.0	7.2	0.4	
Barrie – Innisfil	48.8	17.6	24.9	0.0	0.0	8.0	0.8	90%
High / Haut	53.7	18.8	26.9	0.0	0.0	8.5	1.1	
								
Low / Bas	38.9	21.7	23.9	0.0	0.0	8.4	0.4	
Barrie – Springwater – Oro-Medonte	40.9	24.2	24.9	0.0	0.0	9.3	0.8	82%
High / Haut	45.0	25.8	26.8	0.0	0.0	10.0	1.2	
								
Low / Bas	35.6	25.9	26.4	0.0	0.0	5.0	0.4	
Bay of Quinte	37.4	28.7	27.5	0.0	0.0	5.6	0.7	69%
High / Haut	41.2	30.8	29.7	0.0	0.0	6.0	1.1	
								
Low / Bas	14.2	32.2	41.2	0.0	0.0	5.1	0.3	
Beaches – East York	14.9	35.8	42.9	0.0	0.0	5.7	0.6	67%
High / Haut	16.4	38.3	46.3	0.0	0.0	6.1	0.9	
								
Low / Bas	34.0	28.9	24.5	0.0	0.0	5.3	0.3	
Brampton Centre	35.8	32.1	25.5	0.0	0.0	5.9	0.7	58%
High / Haut	39.4	34.4	27.5	0.0	0.0	6.4	1.0	
								
Low / Bas	18.1	34.0	38.6	0.0	0.0	2.0	0.3	
Brampton East	19.1	37.8	40.2	0.0	0.0	2.2	0.7	56%
High / Haut	21.0	40.4	43.5	0.0	0.0	2.4	1.0	
								
Low / Bas	35.9	32.2	19.9	0.0	0.0	4.5	0.3	
Brampton North	37.8	35.8	20.7	0.0	0.0	5.0	0.7	56%
High / Haut	41.6	38.3	22.4	0.0	0.0	5.4	1.0	
								
Low / Bas	32.7	39.7	17.0	0.0	0.0	2.7	0.3	
Brampton South	34.5	44.1	17.7	0.0	0.0	3.1	0.7	71%
High / Haut	37.9	47.1	19.2	0.0	0.0	3.3	1.0	
								
Low / Bas	27.1	42.0	21.1	0.0	0.0	2.0	0.3	
Brampton West	28.5	46.6	22.0	0.0	0.0	2.2	0.7	85%
High / Haut	31.3	49.9	23.8	0.0	0.0	2.4	1.0	
								
Low / Bas	36.2	21.9	31.1	0.0	0.0	4.0	0.3	
Brantford – Brant	38.1	24.4	32.4	0.0	0.0	4.4	0.7	63%
High / Haut	41.9	26.1	35.0	0.0	0.0	4.7	1.0	
								
Low / Bas	42.4	18.8	19.1	0.0	0.0	12.5	0.4	
Bruce – Grey – Owen Sound	44.6	20.9	19.9	0.0	0.0	13.8	0.7	90%
High / Haut	49.1	22.4	21.5	0.0	0.0	14.8	1.1	
								
Low / Bas	40.8	27.2	20.5	0.0	0.0	4.4	0.4	
Burlington	42.9	30.2	21.4	0.0	0.0	4.9	0.7	77%
